Year,Quarter,Metropolitan Statistical Areas,Debt-to-Income Ratio Low,Debt-to-Income Ratio High
2017,3,"San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)",2.57,
2017,3,"Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)",2.57,
2017,3,"Santa Fe, NM (Metropolitan Statistical Area)",2.57,
2017,3,"Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Santa Rosa, CA (Metropolitan Statistical Area)",2.57,
2017,3,"Savannah, GA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Sebastian-Vero Beach, FL (Metropolitan Statistical Area)",2.57,
2017,3,"Sebring, FL (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Sheboygan, WI (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Sherman-Denison, TX (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Shreveport-Bossier City, LA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Sioux Falls, SD (Metropolitan Statistical Area)",1.15,1.26
2017,3,"South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Spartanburg, SC (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Spokane-Spokane Valley, WA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Springfield, IL (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Springfield, MA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Springfield, MO (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Springfield, OH (Metropolitan Statistical Area)",1.49,1.63
2017,3,"State College, PA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Staunton-Waynesboro, VA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Stockton-Lodi, CA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Sumter, SC (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Syracuse, NY (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Tallahassee, FL (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Terre Haute, IN (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Texarkana, TX-AR (Metropolitan Statistical Area)",1.15,1.26
2017,3,"The Villages, FL (Metropolitan Statistical Area)",2.57,
2017,3,"Toledo, OH (Metropolitan Statistical Area)",1.02,1.15
2017,3,"Topeka, KS (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Trenton, NJ (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Tucson, AZ (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Tulsa, OK (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Tuscaloosa, AL (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Tyler, TX (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Urban Honolulu, HI (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Utica-Rome, NY (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Valdosta, GA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Vallejo-Fairfield, CA (Metropolitan Statistical Area)",2.57,
2017,3,"Victoria, TX (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Visalia-Porterville, CA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Waco, TX (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Walla Walla, WA (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Warner Robins, GA (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Wausau, WI (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)",1.37,1.49
2017,3,"Wenatchee, WA (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Wheeling, WV-OH (Metropolitan Statistical Area)",0.51,1.02
2017,3,"Wichita, KS (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Wichita Falls, TX (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Williamsport, PA (Metropolitan Statistical Area)",1.26,1.37
2017,3,"Wilmington, NC (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Winchester, VA-WV (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Winston-Salem, NC (Metropolitan Statistical Area)",1.49,1.63
2017,3,"Worcester, MA-CT (Metropolitan Statistical Area)",1.81,2.1
2017,3,"Yakima, WA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"York-Hanover, PA (Metropolitan Statistical Area)",1.63,1.81
2017,3,"Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)",1.15,1.26
2017,3,"Yuba City, CA (Metropolitan Statistical Area)",2.1,2.57
2017,3,"Yuma, AZ (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Abilene, TX (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Akron, OH (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Albany, GA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Albany, OR (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Albuquerque, NM (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Alexandria, LA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Altoona, PA (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Amarillo, TX (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Ames, IA (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Anchorage, AK (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Ann Arbor, MI (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Appleton, WI (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Asheville, NC (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Athens-Clarke County, GA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Auburn-Opelika, AL (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Austin-Round Rock, TX (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Bakersfield, CA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Bangor, ME (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Barnstable Town, MA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Baton Rouge, LA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Battle Creek, MI (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Bay City, MI (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Beckley, WV (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Bellingham, WA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Bend-Redmond, OR (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Billings, MT (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Binghamton, NY (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Bismarck, ND (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Bloomington, IL (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Bloomington, IN (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Boise City, ID (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Boulder, CO (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Bowling Green, KY (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Bremerton-Silverdale, WA (Metropolitan Statistical Area)",2.57,
2017,2,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Brunswick, GA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Burlington, NC (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",1.37,1.49
2017,2,"California-Lexington Park, MD (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Canton-Massillon, OH (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Carbondale-Marion, IL (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Carson City, NV (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Casper, WY (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Cedar Rapids, IA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Champaign-Urbana, IL (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Charleston, WV (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Charlottesville, VA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Chattanooga, TN-GA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Cheyenne, WY (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Chico, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Clarksville, TN-KY (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Cleveland, TN (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Coeur d'Alene, ID (Metropolitan Statistical Area)",2.57,
2017,2,"College Station-Bryan, TX (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Colorado Springs, CO (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Columbia, MO (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Columbia, SC (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Columbus, GA-AL (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Columbus, IN (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Columbus, OH (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Corpus Christi, TX (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Corvallis, OR (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Cumberland, MD-WV (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Dalton, GA (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Danville, IL (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",2.57,
2017,2,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Dayton, OH (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Decatur, AL (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Decatur, IL (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Dothan, AL (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Dover, DE (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Dubuque, IA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Duluth, MN-WI (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",1.15,1.26
2017,2,"East Stroudsburg, PA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Eau Claire, WI (Metropolitan Statistical Area)",1.26,1.37
2017,2,"El Centro, CA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Elmira, NY (Metropolitan Statistical Area)",1.02,1.15
2017,2,"El Paso, TX (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Erie, PA (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Eugene, OR (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Evansville, IN-KY (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Fairbanks, AK (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Fargo, ND-MN (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Farmington, NM (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Fayetteville, NC (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Flagstaff, AZ (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Flint, MI (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Florence, SC (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Fond du Lac, WI (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Fort Collins, CO (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Fort Smith, AR-OK (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Fort Wayne, IN (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Fresno, CA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Gadsden, AL (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Gainesville, FL (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Gainesville, GA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Gettysburg, PA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Glens Falls, NY (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Goldsboro, NC (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Grand Forks, ND-MN (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Grand Island, NE (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Grand Junction, CO (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Grants Pass, OR (Metropolitan Statistical Area)",2.57,
2017,2,"Great Falls, MT (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Greeley, CO (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Green Bay, WI (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Greensboro-High Point, NC (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Greenville, NC (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Hammond, LA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Harrisonburg, VA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Hattiesburg, MS (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)",2.57,
2017,2,"Hinesville, GA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Homosassa Springs, FL (Metropolitan Statistical Area)",2.57,
2017,2,"Hot Springs, AR (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Huntsville, AL (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Idaho Falls, ID (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Iowa City, IA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Ithaca, NY (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Jackson, MI (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Jackson, MS (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Jackson, TN (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Jacksonville, FL (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Jacksonville, NC (Metropolitan Statistical Area)",2.57,
2017,2,"Janesville-Beloit, WI (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Jefferson City, MO (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Johnson City, TN (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Johnstown, PA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Jonesboro, AR (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Joplin, MO (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Kankakee, IL (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Kansas City, MO-KS (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Kennewick-Richland, WA (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Killeen-Temple, TX (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Kingston, NY (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Knoxville, TN (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Kokomo, IN (Metropolitan Statistical Area)",0.51,1.02
2017,2,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Lafayette, LA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Lake Charles, LA (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2.57,
2017,2,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Lancaster, PA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Laredo, TX (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Las Cruces, NM (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Lawrence, KS (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Lawton, OK (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Lebanon, PA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Lewiston, ID-WA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Lexington-Fayette, KY (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Lima, OH (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Lincoln, NE (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Logan, UT-ID (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Longview, TX (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Longview, WA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Lubbock, TX (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Lynchburg, VA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Macon-Bibb County, GA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Madera, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Madison, WI (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Manchester-Nashua, NH (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Manhattan, KS (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Mankato-North Mankato, MN (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Mansfield, OH (Metropolitan Statistical Area)",1.26,1.37
2017,2,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Medford, OR (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Merced, CA (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Midland, MI (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Midland, TX (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Missoula, MT (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Mobile, AL (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Modesto, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Monroe, LA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Monroe, MI (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Montgomery, AL (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Morgantown, WV (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Morristown, TN (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Muncie, IN (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Muskegon, MI (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2.57,
2017,2,"Napa, CA (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)",2.57,
2017,2,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",1.37,1.49
2017,2,"New Bern, NC (Metropolitan Statistical Area)",1.81,2.1
2017,2,"New Haven-Milford, CT (Metropolitan Statistical Area)",1.37,1.49
2017,2,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1.37,1.49
2017,2,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Niles-Benton Harbor, MI (Metropolitan Statistical Area)",1.26,1.37
2017,2,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Norwich-New London, CT (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Ocala, FL (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Ocean City, NJ (Metropolitan Statistical Area)",2.57,
2017,2,"Odessa, TX (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Oklahoma City, OK (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Olympia-Tumwater, WA (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",1.26,1.37
2017,2,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Owensboro, KY (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",2.57,
2017,2,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Panama City, FL (Metropolitan Statistical Area)",1.49,1.63
2017,2,"Parkersburg-Vienna, WV (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)",2.1,2.57
2017,2,"Peoria, IL (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)",1.37,1.49
2017,2,"Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Pine Bluff, AR (Metropolitan Statistical Area)",0.51,1.02
2017,2,"Pittsburgh, PA (Metropolitan Statistical Area)",1.02,1.15
2017,2,"Pittsfield, MA (Metropolitan Statistical Area)",1.15,1.26
2017,2,"Pocatello, ID (Metropolitan Statistical Area)",1.63,1.81
2017,2,"Portland-South Portland, ME (Metropolitan Statistical Area)",1.81,2.1
2017,2,"Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)",1.63,1.81
