"CAINC30 Economic Profile"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","2017"
"31080","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",8685121
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","","Place of residence profile",""
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",60704406
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","100","  Population (persons) 3/",1260391
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48163
"31140","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",819134
"31180","Lubbock, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"31180","Lubbock, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",12795311
"31180","Lubbock, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",316588
"31180","Lubbock, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31180","Lubbock, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40416
"31180","Lubbock, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",198855
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","","Place of residence profile",""
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","10","Personal income (thousands of dollars)",10142865
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","100","  Population (persons) 3/",261954
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","","Per capita incomes (dollars)",""
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","110","  Per capita personal income 4/",38720
"31340","Lynchburg, VA (Metropolitan Statistical Area) *","240","Total employment (number of jobs)",136887
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","","Place of residence profile",""
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",9025569
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","100","  Population (persons) 3/",229081
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",39399
"31420","Macon-Bibb County, GA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",136684
"31460","Madera, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"31460","Madera, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5933946
"31460","Madera, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",155904
"31460","Madera, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31460","Madera, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38062
"31460","Madera, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",64699
"31540","Madison, WI (Metropolitan Statistical Area)","","Place of residence profile",""
"31540","Madison, WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",37111247
"31540","Madison, WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",654577
"31540","Madison, WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31540","Madison, WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",56695
"31540","Madison, WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",506517
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","","Place of residence profile",""
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",24089099
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","100","  Population (persons) 3/",413157
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","110","  Per capita personal income 4/",58305
"31700","Manchester-Nashua, NH (Metropolitan Statistical Area)","240","Total employment (number of jobs)",272444
"31740","Manhattan, KS (Metropolitan Statistical Area)","","Place of residence profile",""
"31740","Manhattan, KS (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5817725
"31740","Manhattan, KS (Metropolitan Statistical Area)","100","  Population (persons) 3/",131587
"31740","Manhattan, KS (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31740","Manhattan, KS (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44212
"31740","Manhattan, KS (Metropolitan Statistical Area)","240","Total employment (number of jobs)",90114
"31860","Mankato, MN (Metropolitan Statistical Area)","","Place of residence profile",""
"31860","Mankato, MN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4529513
"31860","Mankato, MN (Metropolitan Statistical Area)","100","  Population (persons) 3/",100945
"31860","Mankato, MN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31860","Mankato, MN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44871
"31860","Mankato, MN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",71585
"31900","Mansfield, OH (Metropolitan Statistical Area)","","Place of residence profile",""
"31900","Mansfield, OH (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4564417
"31900","Mansfield, OH (Metropolitan Statistical Area)","100","  Population (persons) 3/",120543
"31900","Mansfield, OH (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"31900","Mansfield, OH (Metropolitan Statistical Area)","110","  Per capita personal income 4/",37865
"31900","Mansfield, OH (Metropolitan Statistical Area)","240","Total employment (number of jobs)",64605
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",21845363
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",858323
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",25451
"32580","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",375913
"32780","Medford, OR (Metropolitan Statistical Area)","","Place of residence profile",""
"32780","Medford, OR (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",9653010
"32780","Medford, OR (Metropolitan Statistical Area)","100","  Population (persons) 3/",216761
"32780","Medford, OR (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"32780","Medford, OR (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44533
"32780","Medford, OR (Metropolitan Statistical Area)","240","Total employment (number of jobs)",122841
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","","Place of residence profile",""
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",59806264
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","100","  Population (persons) 3/",1339290
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","110","  Per capita personal income 4/",44655
"32820","Memphis, TN-MS-AR (Metropolitan Statistical Area)","240","Total employment (number of jobs)",850468
"32900","Merced, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"32900","Merced, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",10320877
"32900","Merced, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",271340
"32900","Merced, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"32900","Merced, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38037
"32900","Merced, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",104048
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",334597043
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",6149687
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",54409
"33100","Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",3968762
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","","Place of residence profile",""
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4458143
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","100","  Population (persons) 3/",109911
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40561
"33140","Michigan City-La Porte, IN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",53246
"33220","Midland, MI (Metropolitan Statistical Area)","","Place of residence profile",""
"33220","Midland, MI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4847268
"33220","Midland, MI (Metropolitan Statistical Area)","100","  Population (persons) 3/",83245
"33220","Midland, MI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33220","Midland, MI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",58229
"33220","Midland, MI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",47327
"33260","Midland, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"33260","Midland, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",18564171
"33260","Midland, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",170948
"33260","Midland, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33260","Midland, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",108595
"33260","Midland, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",146966
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","","Place of residence profile",""
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",85397956
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",1575151
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",54216
"33340","Milwaukee-Waukesha, WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1054130
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","","Place of residence profile",""
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",215263552
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","100","  Population (persons) 3/",3577765
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",60167
"33460","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",2503165
"33540","Missoula, MT (Metropolitan Statistical Area)","","Place of residence profile",""
"33540","Missoula, MT (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5549745
"33540","Missoula, MT (Metropolitan Statistical Area)","100","  Population (persons) 3/",117863
"33540","Missoula, MT (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33540","Missoula, MT (Metropolitan Statistical Area)","110","  Per capita personal income 4/",47086
"33540","Missoula, MT (Metropolitan Statistical Area)","240","Total employment (number of jobs)",83918
"33660","Mobile, AL (Metropolitan Statistical Area)","","Place of residence profile",""
"33660","Mobile, AL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",15821495
"33660","Mobile, AL (Metropolitan Statistical Area)","100","  Population (persons) 3/",431047
"33660","Mobile, AL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33660","Mobile, AL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",36705
"33660","Mobile, AL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",242879
"33700","Modesto, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"33700","Modesto, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",23094445
"33700","Modesto, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",545267
"33700","Modesto, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33700","Modesto, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42354
"33700","Modesto, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",247366
"33740","Monroe, LA (Metropolitan Statistical Area)","","Place of residence profile",""
"33740","Monroe, LA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7896114
"33740","Monroe, LA (Metropolitan Statistical Area)","100","  Population (persons) 3/",203898
"33740","Monroe, LA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33740","Monroe, LA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",38726
"33740","Monroe, LA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",116520
"33780","Monroe, MI (Metropolitan Statistical Area)","","Place of residence profile",""
"33780","Monroe, MI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6806075
"33780","Monroe, MI (Metropolitan Statistical Area)","100","  Population (persons) 3/",149592
"33780","Monroe, MI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33780","Monroe, MI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45498
"33780","Monroe, MI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",57797
"33860","Montgomery, AL (Metropolitan Statistical Area)","","Place of residence profile",""
"33860","Montgomery, AL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",15557315
"33860","Montgomery, AL (Metropolitan Statistical Area)","100","  Population (persons) 3/",374042
"33860","Montgomery, AL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"33860","Montgomery, AL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41592
"33860","Montgomery, AL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",228227
"34060","Morgantown, WV (Metropolitan Statistical Area)","","Place of residence profile",""
"34060","Morgantown, WV (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5691282
"34060","Morgantown, WV (Metropolitan Statistical Area)","100","  Population (persons) 3/",139739
"34060","Morgantown, WV (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34060","Morgantown, WV (Metropolitan Statistical Area)","110","  Per capita personal income 4/",40728
"34060","Morgantown, WV (Metropolitan Statistical Area)","240","Total employment (number of jobs)",86031
"34100","Morristown, TN (Metropolitan Statistical Area)","","Place of residence profile",""
"34100","Morristown, TN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4832342
"34100","Morristown, TN (Metropolitan Statistical Area)","100","  Population (persons) 3/",140967
"34100","Morristown, TN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34100","Morristown, TN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",34280
"34100","Morristown, TN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",66904
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","","Place of residence profile",""
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6316247
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","100","  Population (persons) 3/",126026
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",50119
"34580","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",69176
"34620","Muncie, IN (Metropolitan Statistical Area)","","Place of residence profile",""
"34620","Muncie, IN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",4120845
"34620","Muncie, IN (Metropolitan Statistical Area)","100","  Population (persons) 3/",115389
"34620","Muncie, IN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34620","Muncie, IN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",35713
"34620","Muncie, IN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",60370
"34740","Muskegon, MI (Metropolitan Statistical Area)","","Place of residence profile",""
"34740","Muskegon, MI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6461284
"34740","Muskegon, MI (Metropolitan Statistical Area)","100","  Population (persons) 3/",173656
"34740","Muskegon, MI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34740","Muskegon, MI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",37207
"34740","Muskegon, MI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",81297
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","","Place of residence profile",""
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",17407041
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","100","  Population (persons) 3/",463386
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",37565
"34820","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",231531
"34900","Napa, CA (Metropolitan Statistical Area)","","Place of residence profile",""
"34900","Napa, CA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",9797716
"34900","Napa, CA (Metropolitan Statistical Area)","100","  Population (persons) 3/",140386
"34900","Napa, CA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34900","Napa, CA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",69791
"34900","Napa, CA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",104814
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",32428403
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",372345
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",87092
"34940","Naples-Marco Island, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",222912
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","","Place of residence profile",""
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",103882532
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","100","  Population (persons) 3/",1875736
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","110","  Per capita personal income 4/",55382
"34980","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","240","Total employment (number of jobs)",1328037
"35100","New Bern, NC (Metropolitan Statistical Area)","","Place of residence profile",""
"35100","New Bern, NC (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5193736
"35100","New Bern, NC (Metropolitan Statistical Area)","100","  Population (persons) 3/",125010
"35100","New Bern, NC (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"35100","New Bern, NC (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41547
"35100","New Bern, NC (Metropolitan Statistical Area)","240","Total employment (number of jobs)",67648
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","","Place of residence profile",""
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",45981789
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","100","  Population (persons) 3/",857794
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","110","  Per capita personal income 4/",53605
"35300","New Haven-Milford, CT (Metropolitan Statistical Area)","240","Total employment (number of jobs)",507383
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","","Place of residence profile",""
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",63267329
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","100","  Population (persons) 3/",1270465
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",49799
"35380","New Orleans-Metairie, LA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",801449
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","","Place of residence profile",""
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",1409827684
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","100","  Population (persons) 3/",19325698
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",72951
"35620","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",12604575
"35660","Niles, MI (Metropolitan Statistical Area)","","Place of residence profile",""
"35660","Niles, MI (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",7046806
"35660","Niles, MI (Metropolitan Statistical Area)","100","  Population (persons) 3/",154362
"35660","Niles, MI (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"35660","Niles, MI (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45651
"35660","Niles, MI (Metropolitan Statistical Area)","240","Total employment (number of jobs)",83707
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",43260349
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",805139
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",53730
"35840","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",435243
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","","Place of residence profile",""
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",15144163
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","100","  Population (persons) 3/",267826
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","110","  Per capita personal income 4/",56545
"35980","Norwich-New London, CT (Metropolitan Statistical Area)","240","Total employment (number of jobs)",167734
"36100","Ocala, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"36100","Ocala, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",12634266
"36100","Ocala, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",353717
"36100","Ocala, FL (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36100","Ocala, FL (Metropolitan Statistical Area)","110","  Per capita personal income 4/",35719
"36100","Ocala, FL (Metropolitan Statistical Area)","240","Total employment (number of jobs)",150635
"36140","Ocean City, NJ (Metropolitan Statistical Area)","","Place of residence profile",""
"36140","Ocean City, NJ (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",5402435
"36140","Ocean City, NJ (Metropolitan Statistical Area)","100","  Population (persons) 3/",93184
"36140","Ocean City, NJ (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36140","Ocean City, NJ (Metropolitan Statistical Area)","110","  Per capita personal income 4/",57976
"36140","Ocean City, NJ (Metropolitan Statistical Area)","240","Total employment (number of jobs)",61744
"36220","Odessa, TX (Metropolitan Statistical Area)","","Place of residence profile",""
"36220","Odessa, TX (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",6687437
"36220","Odessa, TX (Metropolitan Statistical Area)","100","  Population (persons) 3/",157173
"36220","Odessa, TX (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36220","Odessa, TX (Metropolitan Statistical Area)","110","  Per capita personal income 4/",42548
"36220","Odessa, TX (Metropolitan Statistical Area)","240","Total employment (number of jobs)",95572
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","","Place of residence profile",""
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",27776744
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","100","  Population (persons) 3/",664589
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","110","  Per capita personal income 4/",41795
"36260","Ogden-Clearfield, UT (Metropolitan Statistical Area)","240","Total employment (number of jobs)",358258
"36420","Oklahoma City, OK (Metropolitan Statistical Area)","","Place of residence profile",""
"36420","Oklahoma City, OK (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",63561386
"36420","Oklahoma City, OK (Metropolitan Statistical Area)","100","  Population (persons) 3/",1383249
"36420","Oklahoma City, OK (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36420","Oklahoma City, OK (Metropolitan Statistical Area)","110","  Per capita personal income 4/",45951
"36420","Oklahoma City, OK (Metropolitan Statistical Area)","240","Total employment (number of jobs)",869931
"36500","Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)","","Place of residence profile",""
"36500","Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",13683817
"36500","Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)","100","  Population (persons) 3/",280289
"36500","Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36500","Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",48820
"36500","Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",150093
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","","Place of residence profile",""
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",51485749
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","100","  Population (persons) 3/",932217
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","","Per capita incomes (dollars)",""
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","110","  Per capita personal income 4/",55229
"36540","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","240","Total employment (number of jobs)",632842
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)","","Place of residence profile",""
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)","10","Personal income (thousands of dollars)",104909584
"36740","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)","100","  Population (persons) 3/",2512917
